pert_id,pert_iname,pubchem_cid,SMILES
BRD-K66783461,BRD-K66783461,60190953,COc1ccccc1NC(=O)N1C[C@@H]2[C@@H]([C@@H](CO)N2C(=O)C1)c1ccc(cc1)C#CC(C)C
BRD-K66788707,FLUDARABINE,657237,Nc1nc(F)nc2n(cnc12)[C@@H]3O[C@H](CO)[C@@H](O)[C@@H]3O
BRD-K66792149,QUINOCLAMINE,17748,NC1=C(Cl)C(=O)c2ccccc2C1=O
BRD-K66793411,BRD-K66793411,54614256,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)NC2CCCCC2)Oc3ccc(NC(=O)CCCCCC(=O)Nc4ccccc4N)cc3CC1=O
BRD-K66795831,BRD-K66795831,,CCOC(=O)C1=CN(C=C(C1c1cc(OC)c(O)c(c1)[N+]([O-])=O)C(=O)OCC)c1cccc(F)c1
BRD-K66797163,BRD-K66797163,,CCCN1C[C@H](C)[C@@H](CN(C)C(=O)c2ccc(NC(=O)COC)cc2OC[C@@H]1C)OC
BRD-K66802550,BRD-K66802550,,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C)OCCCC[C@@H](C)Oc2ccc(cc2C1=O)N(C)C
BRD-K66803141,BRD-K66803141,54618186,COc1ccccc1-c1ccc2c(O[C@H](CN(C)C(=O)c3cccnc3)[C@@H](C)CN([C@@H](C)CO)S2(=O)=O)c1
BRD-K66803903,BRD-K66803903,,COc1ccccc1-c1nnc(SCC(=O)Nc2ccc(Cl)cc2Cl)o1
BRD-K66805710,BRD-K66805710,44486405,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccccc2)OCCCC[C@@H](C)Oc2ccc(cc2C1=O)N(C)C
BRD-K66807670,BRD-K66807670,,C(Cc1ccccc1)c1nn2c(Cn3nnc4ccccc34)nnc2s1
BRD-K66808842,BRD-K66808842,54666439,OC[C@H]1[C@H]([C@H]2CN(CCCCN12)S(=O)(=O)c1ccc(F)cc1)c1ccc(cc1)-c1cncnc1
BRD-K66809950,BRD-K66809950,44504919,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)S(=O)(=O)c2ccc(C)cc2)OCc2cnnn2CCCC1=O
BRD-K66812281,BRD-K66812281,54615088,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)CC2CC2)OCCCC[C@@H](C)Oc3ccc(NS(=O)(=O)c4cn(C)cn4)cc3C1=O
BRD-K66814954,BRD-K66814954,54650131,OC[C@@H]1[C@H]([C@@H](C#N)N1S(=O)(=O)c1ccc(F)cc1)c1ccccc1
BRD-K66816205,BRD-K66816205,,Oc1nc2cc(Br)cnc2nc1CC(=O)c1ccc(F)cc1
BRD-K66818636,LOMIFYLLINE,65599,CC(=O)CCCCn1cnc2n(C)c(=O)n(C)c(=O)c12
BRD-K66821167,BRD-K66821167,,CC(C)c1cn(CC[C@@H]2CC[C@@H](NC(=O)c3cccc(F)c3)[C@H](CO)O2)nn1
BRD-K66823946,BRD-K66823946,,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Nc2c(C)noc2C)Oc2ccc(NC(=O)C3CC3)cc2C1=O
BRD-K66826828,BRD-K66826828,,COc1cc(SC)ccc1C(=O)Nc1ccc(C)cc1
BRD-K66831217,BRD-K66831217,,COc1ccc2[nH]c(SCC(=O)Nc3ccc4OCCOc4c3)nc2c1
BRD-K66831269,BRD-K66831269,,OC[C@H]1O[C@@H](CC(=O)Nc2ccc(cc2)-c2ccccc2)CC[C@H]1NC(=O)Nc1cc(F)ccc1F
BRD-K66832982,BRD-K66832982,,CO[C@H]1[C@@H](C)CN(C)[C@H](C)COc2ccc(cc2C(=O)N(C)C1)NS(=O)(=O)c1ccccc1
BRD-K66836247,BRD-K66836247,54646069,OC[C@H]1O[C@@H](CC(=O)NCC(F)(F)F)C[C@H]2[C@@H]1Oc1ccc(NS(=O)(=O)c3ccccc3)cc21
BRD-K66837299,BRD-K66837299,,Cc1ccc(NC(=O)CSc2nnc([nH]2)-c2ccncc2)cc1C
BRD-K66838288,BRD-K66838288,,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)c2ccccc2)OCCCC[C@H](C)Oc2ccc(NC(=O)c3ccncc3)cc2C1=O
BRD-K66838902,BRD-K66838902,,OC[C@@H]1O[C@H](CC(=O)NCc2ccc3OCOc3c2)C[C@H]2[C@@H]1Oc1ccc(NC(=O)Nc3ccc(cc3)C(F)(F)F)cc21
BRD-K66841501,BRD-K66841501,,[O-][N+](=O)c1ccccc1C(=O)NC(=S)NNC(=O)c1ccccc1Cl
BRD-K66842888,BRD-K66842888,,CSc1nc(-c2ccc(Cl)cc2)c(C#N)c(=O)n1C
BRD-K66847579,WZ-7043,73265276,CCN(CC)CCCCNc1ncc2CN(C(=O)N(C)c2n1)c1c(Cl)c(OC)cc(OC)c1Cl
BRD-K66848791,BRD-K66848791,44504967,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)c2ccccc2F)OCc2cnnn2CCCC1=O
BRD-K66850406,BRD-K66850406,54631852,CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)c3ccno3)ccc2OC[C@@H](C)N(C[C@H]1C)S(C)(=O)=O
BRD-K66852478,BRD-K66852478,,COc1ccc(NC(=O)N[C@@H]2C=C[C@H](CC(=O)NC3CCCCC3)O[C@H]2CO)cc1
BRD-K66856134,BRD-K66856134,,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)S(C)(=O)=O)Oc2cc(ccc2S1(=O)=O)C#CC1CC1
BRD-K66857089,BRD-K66857089,60190191,CCC(=O)N1[C@H](CO)[C@@H](c2ccc(\C=C\c3ccccc3)cc2)C11CN(C1)S(C)(=O)=O
BRD-K66857873,BRD-K66857873,54649532,CO[C@@H]1CC[C@H]2CCN(C)C(=O)[C@@H](C)[C@H](CN(C)C(=O)c3cc(ccc3OC[C@H]1O2)C#N)OC
BRD-K66860235,BRD-K66860235,54661237,CN1[C@@H]2Cn3c(ccc(-c4ccc(F)cc4)c3=O)[C@H]1[C@H]([C@@H]2CO)C(=O)NC1CCC1
BRD-K66865641,BRD-K66865641,,OC[C@H]1O[C@@H](CC(=O)N2CCCCC2)C=C[C@H]1NC(=O)c1ccccn1
BRD-K66866270,BRD-K66866270,44488175,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Nc2ccccc2)OCCCC[C@H](C)Oc3ccc(NC(=O)CCC(F)(F)F)cc3C1=O
BRD-K66866904,BRD-K66866904,44494948,CC(C)NC(=O)Nc1ccc2O[C@@H](C)CCCCO[C@@H](CN(C)Cc3ccncc3)[C@@H](C)CN([C@@H](C)CO)C(=O)c2c1
BRD-K66868536,BRD-K66868536,,OC[C@@H]1O[C@@H](CC(=O)NC2CCC2)CC[C@H]1NS(=O)(=O)c1ccc(F)cc1
BRD-K66869427,BRD-K66869427,,COc1cc(NC(=O)Nc2ccc(C)cc2)cc(c1)[N+]([O-])=O
BRD-K66870022,BRD-K66870022,,Cc1noc(C)c1C(=O)Nc1sc(C)c(c1C#N)-c1ccccc1
BRD-K66874953,PIFITHRIN-ALPHA,4817,Cc1ccc(cc1)C(=O)Cn1c2CCCCc2sc1=N
BRD-K66876909,LINEZOLID,441401,CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(N3CCOCC3)c(F)c2
BRD-K66877406,BRD-K66877406,54637783,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)[C@@H](Cc2ccccc2)N(C)C)OCc2ccccc2-c2ccccc2C1=O
BRD-K66879977,BRD-K66879977,,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Nc2ccc3OCOc3c2)Oc2ccc(NC(=O)CCC(F)(F)F)cc2C1=O
BRD-K66883387,BRD-K66883387,,CCCC(=O)Nc1ccc2OC[C@@H](C)N(C[C@@H](C)[C@H](CN(C)C(=O)c2c1)OC)C(=O)c1ccccc1F
BRD-K66883633,BRD-K66883633,,Cc1sc(NC(=O)CN2CCOCC2)nc1-c1ccc2N(CCc2c1)S(=O)(=O)c1ccccc1
BRD-K66884694,BRD-K66884694,9266740,Cn1nnnc1Sc2ncnc3scc(c4ccc(Cl)cc4)c23
BRD-K66888355,BRD-K66888355,44501791,CC(C)NC(=O)Nc1ccc2O[C@H](C)CCCCO[C@@H](CN(C)CC3CCCCC3)[C@@H](C)CN([C@H](C)CO)C(=O)c2c1
BRD-K66889220,BRD-K66889220,,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc2ccc(NS(=O)(=O)c3ccccc3)cc2CC1=O
BRD-K66896231,BRD-K66896231,604519,Nc1c2CCCc2nc3CCCCc13
BRD-K66896657,BRD-K66896657,,OC[C@@H]1O[C@@H](CC(=O)N2CCOCC2)CC[C@@H]1NC(=O)Nc1ccc(F)cc1
BRD-K66898048,BRD-K66898048,54666548,COc1ccc(NC(=O)N2CCCCN3[C@H](CO)[C@H]([C@@H]3C2)c2ccc(cc2)-c2ccccc2F)cc1
BRD-K66898851,SANGUINARIUM CHLORIDE,,C[n+]1cc2c3OCOc3ccc2c2ccc3cc4OCOc4cc3c12
BRD-K66902199,BRD-K66902199,,CCN1CCc2c(C1)c(NCc1ccccc1)nc(N1CCCCC1)c2C#N
BRD-K66902379,BRD-K66902379,2090194,CN(C)S(=O)(=O)c1cccc(c1)C(=O)N1CCN(CC1)c1cccc(C)c1C
BRD-K66904418,BRD-K66904418,,Cc1cc(C(=O)CSc2nnc3ccccn23)c(C)n1-c1ccc(C)cc1
BRD-K66907139,BRD-K66907139,54649712,CO[C@@H]1CC[C@H]2CCN(C)C(=O)[C@@H](C)CN(C)C(=O)c3cc(ccc3OC[C@@H]1O2)C#N
BRD-K66908362,BRD-K66908362,1261290,Cc1noc(NS(=O)(=O)c2ccc(NC(=O)c3cc(nc4c(C)cc(C)cc34)-c3cccnc3)cc2)c1C
BRD-K66909449,BRD-K66909449,44460140,Oc1cc2ccccc2cc1-c1nnc(SCC#CCOC(=O)c2ccc(F)cc2)o1
BRD-K66909712,BRD-K66909712,,Cc1ccc(cc1)-n1c(S)nnc1-c1cnccn1
BRD-K66910993,BRD-K66910993,54638897,C[C@@H](NC(=O)C[C@@H]1CC[C@H](NC(=O)c2cccnc2)[C@H](CO)O1)c1ccccc1
BRD-K66912462,BRD-K66912462,,Cc1ccc(NC2=NC(=O)\C(S2)=C\c2cn(C)c3ccccc23)cc1C
BRD-K66925231,BRD-K66925231,46903542,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)NC2CCCCC2)Oc2cc(\C=C\c3ccccc3)ccc2S1(=O)=O
BRD-K66932670,BRD-K66932670,,Cc1ccc(C)c(c1)N1CCN(CC1)C(=O)CCCn1c(=S)[nH]c2cc3OCOc3cc2c1=O
BRD-K66937768,BRD-K66937768,,COCC(=O)Nc1ccc2c(OC[C@@H](C)NC[C@H](C)[C@H](CN(C)C2=O)OC)c1
BRD-K66939340,BRD-K66939340,,Cc1ccccc1-n1nnnc1SCc1cc(=O)n2ccsc2n1
BRD-K66941670,BRD-K66941670,,COc1ccc(NC(=O)N(C)C[C@H]2Oc3c(NC(=O)C4CCCCC4)cccc3C(=O)N(C[C@H]2C)[C@@H](C)CO)cc1
BRD-K66941800,BRD-K66941800,,CC(C)[C@H](NC(=O)c1cccc(C)c1)C(=O)OCc1cc(=O)n2c(n1)sc1ccccc21
BRD-K66943396,BRD-K66943396,,COCC(=O)N(C)C[C@@H]1Oc2ncc(cc2C(=O)N(C[C@H]1C)[C@H](C)CO)C1=CCCC1
BRD-K66944475,BRD-K66944475,54631346,CCCC(=O)Nc1ccc2OC[C@@H](C)N(CC3CCCC3)C[C@H](C)[C@H](CN(C)C(=O)c2c1)OC
BRD-K66944906,FRAXIDIN METHYL ETHER,3083928,COc1cc2ccc(=O)oc2c(OC)c1OC
BRD-K66947316,BRD-K66947316,60191849,C\C=C\c1ccc(cc1)[C@H]1[C@@H](CO)N(C(=O)C2CCCCC2)C11CN(C1)C(=O)NC(C)C
BRD-K66952385,SA-102096,44483817,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)S(=O)(=O)c2ccc(F)cc2)OCCCC[C@@H](C)Oc3ccc(NC(=O)Nc4ccccc4)cc3C1=O
BRD-K66954388,BRD-K66954388,,CN1CCN(CC1)C(=O)C[C@@H]1O[C@@H](CO)[C@@H](NC(=O)Cc2ccccn2)C=C1
BRD-K66955555,BRD-K66955555,,CN1CCN(CC1)C(=O)C[C@@H]1C[C@@H]2[C@@H](Oc3ccc(NC(=O)Nc4ccc(cc4)C(F)(F)F)cc23)[C@@H](CO)O1
BRD-K66956375,OLEOYLETHANOLAMIDE,5283454,CCCCCCCC/C=C\CCCCCCCC(=O)NCCO
BRD-K66959386,BRD-K66959386,,COc1ccc(cc1)-c1nc(C#N)c(NCc2ccco2)o1
BRD-K66960346,BRD-K66960346,,CCOC(=O)c1ccc(CNC(=O)c2cc(oc2C)C(C)(C)C)o1
BRD-K66960754,BRD-K66960754,54631767,CCC(=O)N1C[C@@H](C)[C@H](CN(C)C(=O)c2ccc(NC(=O)Nc3ccc(Cl)cc3)cc2OC[C@H]1C)OC
BRD-K66963205,BRD-K66963205,,CCCCNC(=O)C(C#N)=c1sc(=Cc2ccccc2OC(F)F)c(=O)n1CCCOC
BRD-K66963616,BRD-K66963616,,CCCC(=O)Nc1ccc2c(OC[C@H](C)N(Cc3ccncc3)C[C@@H](C)[C@H](CN(C)C2=O)OC)c1
BRD-K66963756,BRD-K66963756,,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(cc2)C(O)=O)Oc2ccc(NC(=O)Cc3ccccc3)cc2CC1=O
BRD-K66966735,BRD-K66966735,54613911,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(cc2)C(F)(F)F)Oc3ccc(NC(=O)Cn4cnnn4)cc3C1=O
BRD-K66968629,BG-1012,73707540,ONC(=O)c1ccc(cc1)\N=N\c1ccc(cc1)C(O)=O
BRD-K66973998,BRD-K66973998,,CC(C)NC(=O)Nc1ccc2O[C@@H](C)CCCCO[C@@H](CN(C)C(=O)C3CCCCC3)[C@H](C)CN([C@@H](C)CO)C(=O)c2c1
BRD-K66975725,BRD-K66975725,54631296,CO[C@H]1CN(C)C(=O)c2ccc(NC(=O)c3nc4ccccc4s3)cc2OC[C@@H](C)NC[C@H]1C
BRD-K66975912,BRD-K66975912,54618947,COc1ccc(cc1)C#Cc1cnc2O[C@H](CN(C)C(=O)CC3CC3)[C@H](C)CN([C@H](C)CO)C(=O)c2c1
BRD-K66985689,BRD-K66985689,,OC[C@H]1O[C@@H](CC(=O)NCc2ccncn2)C=C[C@H]1NS(=O)(=O)c1ccc(F)cc1
BRD-K66989831,ANACARDIC-ACID,167551,CCCCCCCCCCCCCCCc1cccc(O)c1C(O)=O
BRD-K66993610,BRD-K66993610,,CNC[C@H]1Oc2c(NC(=O)c3cnccn3)cccc2C(=O)N(C[C@H]1C)[C@@H](C)CO
BRD-K67007076,BRD-K67007076,,CCOc1ccc(cc1)-n1nc2c(SCCN3CCCC3)nnc(C)c2c1C
BRD-K67010098,BRD-K67010098,23891087,CN(C)CCCNC(=O)[C@H]1[C@@H](N(C(=O)c2ccccc12)c3ccc(C)cn3)c4ccc(CO)cc4
BRD-K67011787,BRD-K67011787,,C[C@@H](NC(=O)C[C@@H]1CC[C@@H](NC(=O)C2CCC2)[C@@H](CO)O1)c1ccccc1
BRD-K67013324,LUZINDOLE,122162,CC(=O)NCCc1c(Cc2ccccc2)[nH]c2ccccc12
BRD-K67014046,BRD-K67014046,,COCC(=O)Nc1ccc2c(OC[C@H](C)N(C[C@H](C)[C@H](CN(C)C2=O)OC)C(=O)Cc2ccccn2)c1
BRD-K67015214,BRD-K67015214,54652616,CN1[C@H](CO)[C@@H]2[C@H]1CN(C(=O)Nc1ccccc1F)c1ccccc21
BRD-K67016489,CONVOLAMINE HYDROCHLORIDE,,COc1ccc(cc1OC)C(=O)O[C@H]1C[C@H]2CC[C@H](C1)N2C
BRD-K67017579,CILOSTAZOL,2754,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1
BRD-K67022703,BRD-K67022703,,COc1ccc(cc1)S(=O)(=O)N(C)C[C@H]1OCc2ccccc2-c2ccccc2C(=O)N(C[C@@H]1C)[C@H](C)CO
BRD-K67023565,BRD-K67023565,,CCSc1nnc(NC(=O)c2ccc3ccccc3n2)s1
BRD-K67024719,BRD-K67024719,,CNC[C@@H]1OCCCC[C@@H](C)Oc2ccc(cc2C(=O)N(C[C@H]1C)[C@@H](C)CO)N(C)C
BRD-K67027685,BRD-K67027685,,COc1ccc(cc1)C#Cc1ccc2c(O[C@@H](CN(C)S(=O)(=O)c3ccccc3F)[C@@H](C)CN([C@H](C)CO)S2(=O)=O)c1
BRD-K67029063,BRD-K67029063,54646734,OC[C@@H]1O[C@@H](CC(=O)N2CCCCC2)C[C@H]2[C@@H]1Oc1ccc(NC(=O)C3CCOCC3)cc21
BRD-K67030036,BRD-K67030036,,CC1CCN(CC1)C(=O)c1cc(on1)-c1ccco1
BRD-K67035256,BRD-K67035256,60191097,OC[C@H]1[C@H]([C@@H]2CN(CC(=O)N12)C(=O)c1ccccc1F)c1ccc(cc1)C#Cc1ccccc1
BRD-K67036882,BRD-K67036882,,CCOC(=O)CC(=O)CSc1nc(cc(C)c1C#N)-c1cccnc1
BRD-K67037986,BRD-K67037986,56835396,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)N[C@H](C)c2ccccc2)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21
BRD-K67042874,BRD-K67042874,,Brc1cc(C=NNC(=O)c2ccc3OCCOc3c2)oc1Br
BRD-K67043667,ALTRETAMINE,2123,CN(C)c1nc(nc(n1)N(C)C)N(C)C
BRD-K67053230,BRD-K67053230,60185174,C\C=C\c1ccc(cc1)[C@@H]1[C@H]2CN(C[C@@H]1N2)C(=O)Nc1ccc2OCOc2c1
BRD-K67058688,BRD-K67058688,54657991,CN1CCN(CC1)C(=O)C[C@H]1CC[C@H]2[C@@H](COC[C@H](O)CN2Cc2cccc(F)c2)O1
BRD-K67064288,BRD-K67064288,,CN1C(=S)S\C(=C\c2ccc(OC(=O)c3ccco3)cc2)C1=O
BRD-K67069164,BRD-K67069164,44494521,CC(C)NC(=O)Nc1ccc2O[C@H](C)CCCCO[C@@H](CN(C)C(=O)CCC(F)(F)F)[C@@H](C)CN([C@@H](C)CO)C(=O)c2c1
BRD-K67074672,BRD-K67074672,60185249,COc1cccc(c1)-c1ccc(cc1)[C@H]1[C@H]2CN(C[C@@H]1N2)C(=O)Nc1ccccc1F
BRD-K67075780,TGX-115,9902311,Cc1ccccc1Oc2cccc3c(=O)cc([nH]c23)N4CCOCC4
BRD-K67079318,BRD-K67079318,,O=C(Nc1ccccc1)Nc1ccccc1C(=O)NCc1ccco1
BRD-K67080878,MILRINONE,4197,Cc1[nH]c(=O)c(cc1-c1ccncc1)C#N
BRD-K67082570,BRD-K67082570,,CO[C@H]1CN(C)C(=O)c2cc(NC(=O)NC(C)C)ccc2OC[C@H](C)N(Cc2ccc(cc2)-c2ccccn2)C[C@H]1C
BRD-K67086788,BRD-K67086788,54661144,COc1cccc(c1)-c1ccc2[C@@H]3[C@H](Cn2c1=O)[C@@H](CO)[C@@H](N3C(=O)C1CC1)C(=O)N(C)C
BRD-K67087027,BRD-K67087027,,CCCC(=O)Nc1ccc2OC[C@@H](C)N(C[C@H](C)[C@H](CN(C)C(=O)c2c1)OC)C(=O)c1ccccc1F
BRD-K67087659,BRD-K67087659,60191003,COCC(=O)N1C[C@@H]2[C@H]([C@H](CO)N2C(=O)C1)c1ccc(cc1)-c1ccccc1F
BRD-K67087978,BRD-K67087978,54654208,COc1ccccc1CNC(=O)C[C@H]1CC[C@H]2[C@H](COc3ccc(NS(=O)(=O)c4ccc(C)cc4)cc3C(=O)N2C)O1
BRD-K67090705,BRD-K67090705,,OC[C@@H]1O[C@H](CC(=O)NCc2ccccn2)C=C[C@H]1NC(=O)Nc1ccccc1
BRD-K67090914,BRD-K67090914,54649714,CO[C@@H]1CC[C@@H]2CCN(C)C(=O)[C@@H](C)CN(C)C(=O)c3cc(ccc3OC[C@@H]1O2)C#N
BRD-K67090983,BRD-K67090983,44506705,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(cc2)C(=O)Nc3ccccc3N)Oc4c(NC(=O)C5CCCCC5)cccc4C1=O
BRD-K67092184,BRD-K67092184,,O=C(Nc1ccc2OCCOc2c1)N1CCOCC1
BRD-K67094066,BRD-K67094066,54646246,COc1ccc(NC(=O)Nc2ccc3O[C@H]4[C@H](C[C@H](CC(=O)NCc5ccccn5)O[C@H]4CO)c3c2)cc1
BRD-K67096634,BRD-K67096634,,COC(=O)N(C)C[C@H]1OCc2ccccc2-c2ccccc2C(=O)N(C[C@@H]1C)[C@@H](C)CO
BRD-K67096761,BRD-K67096761,,COc1ccc(NC(=O)N(C)C[C@@H]2Oc3c(cccc3C(=O)N(C[C@@H]2C)[C@H](C)CO)N(C)C)cc1
BRD-K67097529,SR-12813,446313,CCOP(=O)(OCC)C(=Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C)P(=O)(OCC)OCC
BRD-K67099101,BRD-K67099101,54652493,CC(C)NC(=O)N1C[C@@H]2[C@@H]([C@H](CO)N2Cc2ccccn2)c2ccccc12
BRD-K67100011,PIVMECILLINAM,115163,CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2[C@H](SC1(C)C)[C@H](/N=C/N3CCCCCC3)C2=O
BRD-K67102207,SODIUM PHENYLBUTYRATE,4775,OC(=O)CCCc1ccccc1
BRD-K67104687,BRD-K67104687,,CN(C)c1ccc(C=C(c2nnnn2-c2ccccc2)c2nnnn2-c2ccccc2)cc1
BRD-K67110065,BRD-K67110065,,C\C=C\c1cnc2O[C@@H](CN(C)C(=O)c3cccc(F)c3)[C@H](C)CN([C@H](C)CO)C(=O)c2c1
BRD-K67118123,BRD-K67118123,25199560,CCCCn1c(O)c(N=Nc2ccccc2O)c2ccccc12
BRD-K67118623,BRD-K67118623,60191923,CCC(=O)N1CC2(C1)[C@@H]([C@@H](CO)N2CC1CC1)c1ccc(cc1)-c1cccc(F)c1
BRD-K67120755,BRD-K67120755,,OC[C@H]1O[C@H](CCn2cc(nn2)C2(O)CCCC2)CC[C@@H]1NC(=O)C1CCOCC1
BRD-K67122145,BRD-K67122145,,Cc1cc(NC(=O)c2ccc(cc2)S(=O)(=O)N2CCCC2)nc2c3ccccc3oc(=O)c12
BRD-K67123444,BRD-K67123444,54638023,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2cccc(F)c2)OCc2ccccc2-c2ccccc2C1=O
BRD-K67126097,BRD-K67126097,,CNC[C@@H]1Oc2ccc(NC(=O)Nc3ccc(OC)cc3)cc2CC(=O)N(C[C@@H]1C)[C@@H](C)CO
BRD-K67131822,BRD-K67131822,,CN(C)C(=O)C[C@@H]1C[C@H]2[C@H](Oc3ccc(NC(=O)Nc4ccccc4F)cc23)[C@H](CO)O1
BRD-K67137502,BRD-K67137502,,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(cc2)C(F)(F)F)Oc2c(NC(=O)c3ccncc3)cccc2C1=O
BRD-K67141726,BRD-K67141726,,COc1cc(NC(=O)c2ccc(cc2)C(C)(C)C)c(OC)cc1NC(=O)CN1CCCCC1
BRD-K67142195,BRD-K67142195,,CCC(NC(=O)Nc1ccc(O)cc1)(C(F)(F)F)C(F)(F)F
BRD-K67142640,BRD-K67142640,,Cc1n[nH]c(\N=C\C2C(=O)CC(C)(C)CC2=O)c1-c1ccccc1
BRD-K67142650,BRD-K67142650,,CCC(=O)N(C)C[C@@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@@H]1C)[C@H](C)CO)C#Cc1ccccc1
BRD-K67146164,BRD-K67146164,,CO[C@@H]1CN(C)C(=O)c2ccc(NC(=O)Nc3ccc4OCOc4c3)cc2OC[C@H](C)NC[C@H]1C
BRD-K67150949,BRD-K67150949,,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)CCC(F)(F)F)OCCCC[C@@H](C)Oc2ccc(NS(C)(=O)=O)cc2C1=O
BRD-K67155745,BRD-K67155745,44485082,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2cccc3OCCCOc23)OCc2cn(CCCC1=O)nn2
BRD-K67161258,BRD-K67161258,,CO[C@H]1CN(C)C(=O)c2cc(NC(=O)c3ccc(Oc4ccccc4)cc3)ccc2OC[C@H](C)NC[C@H]1C
BRD-K67167793,BRD-K67167793,,NN\C(Nc1ccc(Cl)cc1)=C/[N+]([O-])=O
BRD-K67171928,BRD-K67171928,,CCCCCCOC(=O)Sc1nc2ccccc2o1
BRD-K67174588,TOREMIFENE,6536897,CN(C)CCOc1ccc(cc1)C(=C(/CCCl)c1ccccc1)\c1ccccc1
BRD-K67177501,BRD-K67177501,,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)CC2CCCCC2)Oc2ccc(NS(=O)(=O)c3cccs3)cc2CC1=O
BRD-K67181191,4-{[5-ETHYL-3-(4-METHOXYBENZOYL)-2-THIENYL]AMINO}-4-OXOBUTANOIC ACID,,CCc1cc(C(=O)c2ccc(OC)cc2)c(NC(=O)CCC(O)=O)s1
BRD-K67183010,BRD-K67183010,,CCOc1ccc(Nc2nc(Cc3nnc(SCC(=O)c4ccc(C)c(C)c4)o3)cs2)cc1
BRD-K67184967,BRD-K67184967,,CC(C)(C)OC(=O)CNC(=O)c1[nH]cnc1C(=O)NC(c1ccccc1)c1ccccc1
BRD-K67187917,BRD-K67187917,54631288,CCCNC(=O)N1C[C@@H](C)[C@H](CN(C)C(=O)c2ccc(NS(=O)(=O)CC(F)(F)F)cc2OC[C@H]1C)OC
BRD-K67188562,BRD-K67188562,54651349,COCC(=O)N1[C@H](CO)[C@@H]([C@@H]1CNC(=O)c1ccccn1)c1ccccc1
BRD-K67190692,BRD-K67190692,54654528,CN1[C@H]2CC[C@@H](CC(O)=O)O[C@H]2COc2ccc(NC(=O)c3cccc(c3)C(F)(F)F)cc2C1=O
BRD-K67192456,BRD-K67192456,44504449,CC(C)NC(=O)Nc1ccc2O[C@H](CN(C)C)[C@@H](C)CN([C@@H](C)CO)C(=O)Cc2c1
BRD-K67192696,BRD-K67192696,,CCCNC(=O)N1C[C@H](C)[C@@H](CN(C)C(=O)c2cc(NS(=O)(=O)CC)ccc2OC[C@H]1C)OC
BRD-K67194034,BRD-K67194034,,COCC(=O)Nc1ccc2O[C@H]3[C@H](C[C@@H](CC(=O)N4CCc5ccccc5C4)O[C@H]3CO)c2c1
BRD-K67194214,BRD-K67194214,,OC[C@H]1O[C@@H](CCNS(=O)(=O)c2ccccc2)CC[C@@H]1NC(=O)c1cccnc1
BRD-K67195390,BRD-K67195390,,CC(=O)N1C(=O)\C(c2ccccc12)=C1/SC(=S)N(C1=O)c1c(C)n(C)n(-c2ccccc2)c1=O
BRD-K67197636,BRD-K67197636,44495967,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccncc2)OCc2cn(CCCC1=O)nn2
BRD-K67200393,BRD-K67200393,,CC(C)NC(=O)Nc1cccc2c1O[C@H](CN(C)C(=O)NC1CCCCC1)[C@H](C)CN([C@@H](C)CO)C2=O
BRD-K67207456,BRD-K67207456,,Oc1cc(O)c2sc3nc(cc(c3c2n1)C(F)(F)F)-c1ccccc1
